{'output_directory': 'save_folder', 'grid_size': 4, 'min_other_objects': 4, 'max_objects': 4, 'min_object_size': 1, 'max_object_size': 4, 'other_objects_sample_percentage': 0.3, 'obstacles_flag': False, 'num_obstacles': 5, 'enable_maze': False, 'maze_complexity': 0, 'maze_density': 0, 'type_grammar': 'simple_intrans', 'intransitive_verbs': 'walk', 'transitive_verbs': 'push,pull,pickup,drop', 'nouns': 'circle,square,cylinder,diamond', 'color_adjectives': 'red,blue,yellow,green', 'size_adjectives': '', 'keep_fixed_weights': True, 'all_light': True, 'num_episodes': 300000, 'episode_len': 10, 'grid_input_type': 'vector', 'comm_type': 'continuous', 'comm_setting': 'cheap_talk', 'temp': 1, 'lights_out': False, 'render_episode': False, 'wait_time': 0.3}
Episode: 1 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1379, grad_fn=<SubBackward0>)
Episode: 798 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1334, grad_fn=<SubBackward0>)
Episode: 799 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1328, grad_fn=<SubBackward0>)
Episode: 800 | Train Reward: tensor([0., 0., 0., 0., 1.]) | Train Loss: tensor(1.0406, grad_fn=<SubBackward0>)
Episode: 801 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1342, grad_fn=<SubBackward0>)
Episode: 802 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9136, grad_fn=<SubBackward0>)
Episode: 803 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1342, grad_fn=<SubBackward0>)
Episode: 804 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1355, grad_fn=<SubBackward0>)
Episode: 805 | Train Reward: tensor([1.]) | Train Loss: tensor(0.9892, grad_fn=<SubBackward0>)
Episode: 806 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1351, grad_fn=<SubBackward0>)
Episode: 807 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1346, grad_fn=<SubBackward0>)
Episode: 808 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1360, grad_fn=<SubBackward0>)
Episode: 809 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1337, grad_fn=<SubBackward0>)
Episode: 810 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1343, grad_fn=<SubBackward0>)
Episode: 811 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1340, grad_fn=<SubBackward0>)
Episode: 812 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(1.2626, grad_fn=<SubBackward0>)
Episode: 813 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1340, grad_fn=<SubBackward0>)
Episode: 814 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(1.0388, grad_fn=<SubBackward0>)
Episode: 815 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1340, grad_fn=<SubBackward0>)
Episode: 816 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9821, grad_fn=<SubBackward0>)
Episode: 817 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9611, grad_fn=<SubBackward0>)
Episode: 818 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1346, grad_fn=<SubBackward0>)
Episode: 819 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1361, grad_fn=<SubBackward0>)
Episode: 820 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1340, grad_fn=<SubBackward0>)
Episode: 821 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(1.1326, grad_fn=<SubBackward0>)
Episode: 822 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1353, grad_fn=<SubBackward0>)
Episode: 823 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1352, grad_fn=<SubBackward0>)
Episode: 824 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1365, grad_fn=<SubBackward0>)
Episode: 825 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1364, grad_fn=<SubBackward0>)
Episode: 826 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1367, grad_fn=<SubBackward0>)
Episode: 827 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1358, grad_fn=<SubBackward0>)
Episode: 828 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1355, grad_fn=<SubBackward0>)
Episode: 829 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1367, grad_fn=<SubBackward0>)
Episode: 830 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.2168, grad_fn=<SubBackward0>)
Episode: 831 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1354, grad_fn=<SubBackward0>)
Episode: 832 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1369, grad_fn=<SubBackward0>)
Episode: 833 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.2071, grad_fn=<SubBackward0>)
Episode: 834 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1367, grad_fn=<SubBackward0>)
Episode: 835 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1359, grad_fn=<SubBackward0>)
Episode: 836 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(1.1807, grad_fn=<SubBackward0>)
Episode: 837 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1373, grad_fn=<SubBackward0>)
Episode: 838 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1366, grad_fn=<SubBackward0>)
Episode: 839 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1367, grad_fn=<SubBackward0>)
Episode: 840 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1367, grad_fn=<SubBackward0>)
Episode: 841 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8264, grad_fn=<SubBackward0>)
Episode: 842 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1360, grad_fn=<SubBackward0>)
Episode: 843 | Train Reward: tensor([1.]) | Train Loss: tensor(1.0932, grad_fn=<SubBackward0>)
Episode: 844 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(1.3048, grad_fn=<SubBackward0>)
Episode: 845 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1355, grad_fn=<SubBackward0>)
Episode: 846 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1360, grad_fn=<SubBackward0>)
Episode: 847 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1351, grad_fn=<SubBackward0>)
Episode: 848 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1358, grad_fn=<SubBackward0>)
Episode: 849 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1357, grad_fn=<SubBackward0>)
Episode: 850 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1365, grad_fn=<SubBackward0>)
Episode: 851 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(1.0490, grad_fn=<SubBackward0>)
Episode: 852 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1360, grad_fn=<SubBackward0>)
Episode: 853 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(1.1606, grad_fn=<SubBackward0>)
Episode: 854 | Train Reward: tensor([0., 0., 0., 1.]) | Train Loss: tensor(1.1595, grad_fn=<SubBackward0>)
Episode: 855 | Train Reward: tensor([0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(1.0535, grad_fn=<SubBackward0>)
Episode: 856 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.7363, grad_fn=<SubBackward0>)
Episode: 857 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.7867, grad_fn=<SubBackward0>)
Episode: 858 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1365, grad_fn=<SubBackward0>)
Episode: 859 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1371, grad_fn=<SubBackward0>)
Episode: 860 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1364, grad_fn=<SubBackward0>)
Episode: 861 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1365, grad_fn=<SubBackward0>)
Episode: 862 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1374, grad_fn=<SubBackward0>)
Episode: 863 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1366, grad_fn=<SubBackward0>)
Episode: 864 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1369, grad_fn=<SubBackward0>)
Episode: 865 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1374, grad_fn=<SubBackward0>)
Episode: 866 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8843, grad_fn=<SubBackward0>)
Episode: 867 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1374, grad_fn=<SubBackward0>)
Episode: 868 | Train Reward: tensor([1.]) | Train Loss: tensor(1.4239, grad_fn=<SubBackward0>)
Episode: 869 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1365, grad_fn=<SubBackward0>)
Episode: 870 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1369, grad_fn=<SubBackward0>)
Episode: 871 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.2382, grad_fn=<SubBackward0>)
Episode: 872 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9857, grad_fn=<SubBackward0>)
Episode: 873 | Train Reward: tensor([1.]) | Train Loss: tensor(1.3760, grad_fn=<SubBackward0>)
Episode: 874 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1369, grad_fn=<SubBackward0>)
Episode: 875 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.7958, grad_fn=<SubBackward0>)
Episode: 876 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1363, grad_fn=<SubBackward0>)
Episode: 877 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1352, grad_fn=<SubBackward0>)
Episode: 878 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(0.8628, grad_fn=<SubBackward0>)
Episode: 879 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1349, grad_fn=<SubBackward0>)
Episode: 880 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1363, grad_fn=<SubBackward0>)
Episode: 881 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1339, grad_fn=<SubBackward0>)
Episode: 882 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1336, grad_fn=<SubBackward0>)
Episode: 883 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1342, grad_fn=<SubBackward0>)
Episode: 884 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1348, grad_fn=<SubBackward0>)
Episode: 885 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1338, grad_fn=<SubBackward0>)
Episode: 886 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1340, grad_fn=<SubBackward0>)
Episode: 887 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1353, grad_fn=<SubBackward0>)
Episode: 888 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1338, grad_fn=<SubBackward0>)
Episode: 889 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1321, grad_fn=<SubBackward0>)
Episode: 890 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1337, grad_fn=<SubBackward0>)
Episode: 891 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1327, grad_fn=<SubBackward0>)
Episode: 892 | Train Reward: tensor([1.]) | Train Loss: tensor(1.0039, grad_fn=<SubBackward0>)
Episode: 893 | Train Reward: tensor([1.]) | Train Loss: tensor(0.9653, grad_fn=<SubBackward0>)
Episode: 894 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1312, grad_fn=<SubBackward0>)
Episode: 895 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1301, grad_fn=<SubBackward0>)
Episode: 896 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8040, grad_fn=<SubBackward0>)
Episode: 897 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1287, grad_fn=<SubBackward0>)
Episode: 898 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.6168, grad_fn=<SubBackward0>)
Episode: 899 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1298, grad_fn=<SubBackward0>)
Episode: 900 | Train Reward: tensor([1.]) | Train Loss: tensor(1.2906, grad_fn=<SubBackward0>)
Episode: 901 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1282, grad_fn=<SubBackward0>)
Episode: 902 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1291, grad_fn=<SubBackward0>)
Episode: 903 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1254, grad_fn=<SubBackward0>)
Episode: 904 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1252, grad_fn=<SubBackward0>)
Episode: 905 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1278, grad_fn=<SubBackward0>)
Episode: 906 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1235, grad_fn=<SubBackward0>)
Episode: 907 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9167, grad_fn=<SubBackward0>)
Episode: 908 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.6475, grad_fn=<SubBackward0>)
Episode: 909 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1259, grad_fn=<SubBackward0>)
Episode: 910 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1265, grad_fn=<SubBackward0>)
Episode: 911 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1250, grad_fn=<SubBackward0>)
Episode: 912 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.1366, grad_fn=<SubBackward0>)
Episode: 913 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1271, grad_fn=<SubBackward0>)
Episode: 914 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1268, grad_fn=<SubBackward0>)
Episode: 915 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.7746, grad_fn=<SubBackward0>)
Episode: 916 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(0.9371, grad_fn=<SubBackward0>)
Episode: 917 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1221, grad_fn=<SubBackward0>)
Episode: 918 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.1065, grad_fn=<SubBackward0>)
Episode: 919 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1242, grad_fn=<SubBackward0>)
Episode: 920 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1259, grad_fn=<SubBackward0>)
Episode: 921 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.6695, grad_fn=<SubBackward0>)
Episode: 922 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1223, grad_fn=<SubBackward0>)
Episode: 923 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1236, grad_fn=<SubBackward0>)
Episode: 924 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1217, grad_fn=<SubBackward0>)
Episode: 925 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1230, grad_fn=<SubBackward0>)
Episode: 926 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1200, grad_fn=<SubBackward0>)
Episode: 927 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1213, grad_fn=<SubBackward0>)
Episode: 928 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1267, grad_fn=<SubBackward0>)
Episode: 929 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1214, grad_fn=<SubBackward0>)
Episode: 930 | Train Reward: tensor([1.]) | Train Loss: tensor(0.8527, grad_fn=<SubBackward0>)
Episode: 931 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1207, grad_fn=<SubBackward0>)
Episode: 932 | Train Reward: tensor([0., 0., 1.]) | Train Loss: tensor(1.1133, grad_fn=<SubBackward0>)
Episode: 933 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1256, grad_fn=<SubBackward0>)
Episode: 934 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8232, grad_fn=<SubBackward0>)
Episode: 935 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8093, grad_fn=<SubBackward0>)
Episode: 936 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1180, grad_fn=<SubBackward0>)
Episode: 937 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1205, grad_fn=<SubBackward0>)
Episode: 938 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1223, grad_fn=<SubBackward0>)
Episode: 939 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1247, grad_fn=<SubBackward0>)
Episode: 940 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1258, grad_fn=<SubBackward0>)
Episode: 941 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 1.]) | Train Loss: tensor(0.9351, grad_fn=<SubBackward0>)
Episode: 942 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1248, grad_fn=<SubBackward0>)
Episode: 943 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1264, grad_fn=<SubBackward0>)
Episode: 944 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1249, grad_fn=<SubBackward0>)
Episode: 945 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1263, grad_fn=<SubBackward0>)
Episode: 946 | Train Reward: tensor([0., 1.]) | Train Loss: tensor(1.4224, grad_fn=<SubBackward0>)
Episode: 947 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1251, grad_fn=<SubBackward0>)
Episode: 948 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1279, grad_fn=<SubBackward0>)
Episode: 949 | Train Reward: tensor([0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8968, grad_fn=<SubBackward0>)
Episode: 950 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1307, grad_fn=<SubBackward0>)
Episode: 951 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1300, grad_fn=<SubBackward0>)
Episode: 952 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1273, grad_fn=<SubBackward0>)
Episode: 953 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1275, grad_fn=<SubBackward0>)
Episode: 954 | Train Reward: tensor([1.]) | Train Loss: tensor(0.9109, grad_fn=<SubBackward0>)
Episode: 955 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1269, grad_fn=<SubBackward0>)
Episode: 956 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1268, grad_fn=<SubBackward0>)
Episode: 957 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1296, grad_fn=<SubBackward0>)
Episode: 958 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1288, grad_fn=<SubBackward0>)
Episode: 959 | Train Reward: tensor([0., 0., 0., 0., 1.]) | Train Loss: tensor(0.8369, grad_fn=<SubBackward0>)
Episode: 960 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1299, grad_fn=<SubBackward0>)
Episode: 961 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1301, grad_fn=<SubBackward0>)
Episode: 962 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1306, grad_fn=<SubBackward0>)
Episode: 963 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1281, grad_fn=<SubBackward0>)
Episode: 964 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1278, grad_fn=<SubBackward0>)
Episode: 965 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1296, grad_fn=<SubBackward0>)
Episode: 966 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1267, grad_fn=<SubBackward0>)
Episode: 967 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1301, grad_fn=<SubBackward0>)
Episode: 968 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1273, grad_fn=<SubBackward0>)
Episode: 969 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1324, grad_fn=<SubBackward0>)
Episode: 970 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1275, grad_fn=<SubBackward0>)
Episode: 971 | Train Reward: tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0.]) | Train Loss: tensor(-0.1303, grad_fn=<SubBackward0>)
